Topic,Count,Name,Representation,Representative_Docs
26,21,26_cobalt_slurry_pyrophosphate_raw,"['cobalt', 'slurry', 'pyrophosphate', 'raw', 'step', 'aqueous', 'hydroxide', 'acid', 'phosphate', 'adding']","['METHOD FOR PRODUCING LITHIUM COBALT PYROPHOSPHATE, AND METHOD FOR PRODUCING LITHIUM COBALT PYROPHOSPHATE-CARBON COMPLEX A method for producing lithium cobalt pyrophosphate represented by general formula (1): Li xCo1-yMyP2O7 (wherein 1.7 ≤ x ≤ 2.2, 0 ≤ y ≤ 0.5, and M represents at least one metal element selected from Mg, Zn, Cu, Fe, Cr, Mn, Ni, Al, B, Na, K, F, Cl, Br, I, Ca, Sr, Ba, Ti, Zr, Hf, Nb, Ta, Y, Yb, Si, S, Mo, W, V, Bi, Te, Pb, Ag, Cd, In, Sn, Sb, Ga, Ge, La, Ce, Nd, Sm, Eu, Tb, Dy and Ho), the method being characterized by comprising: a first step of adding an organic acid and cobalt hydroxide to an aqueous solvent, and then adding phosphoric acid and lithium hydroxide to the resultant solution to prepare an aqueous raw material slurry (1); a second step of subjecting the aqueous raw material slurry (1) to a wet-mode pulverization treatment using a media mill to produce a slurry (2) containing a raw material pulverized product; a third step of subjecting the slurry (2) containing the raw material pulverized product to a spray drying treatment to produce a reaction precursor; and a fourth step of burning the reaction precursor at 600°C or higher. According to the present invention, it becomes possible to provide a method for producing lithium cobalt pyrophosphate that has a single phase as determined by X-ray diffraction in an industrially advantageous manner.', 'METHOD FOR PRODUCING LITHIUM COBALT PHOSPHATE AND METHOD FOR PRODUCING LITHIUM COBALT PHOSPHATE-CARBON COMPOSITE Provided is a method for producing a lithium cobalt phosphate represented by the following general formula (1):Li xCo1-yMyPO4 (1), wherein 0.8≤x≤1.2 and 0≤y≤0.5, and M represents one or two or more metal elements selected from the group consisting of Mg, Zn, Cu, Fe, Cr, Mn, Ni, Al, B, Na, K, F, Cl, Br, I, Ca, Sr, Ba, Ti, Zr, Hf, Nb, Ta, Y, Yb, Si, S, Mo, W, V, Bi, Te, Pb, Ag, Cd, In, Sn, Sb, Ga, Ge, La, Ce, Nd, Sm, Eu, Tb, Dy, and Ho; the method comprising: a first step of adding an organic acid and cobalt hydroxide to a water solvent, and then adding phosphoric acid and lithium hydroxide thereto to prepare an aqueous raw material slurry (1); a second step of wet-pulverizing the aqueous raw material slurry (1) with a media mill to obtain a slurry (2) containing a pulverized product of raw materials; a third step of spray-drying the slurry (2) containing the pulverized product of raw materials to obtain a reaction precursor; and a fourth step of firing the reaction precursor. According to the present invention, a single-phase lithium cobalt phosphate in X-ray diffraction analysis can be obtained by an industrially advantageous method.', 'Method for producing lithium cobalt phosphate and method for producing lithium cobalt phosphate-carbon composite Provided is a method for producing a lithium cobalt phosphate represented by the following general formula (1):Li xCo1-yMyPO4 (1), wherein 0.8≤x≤1.2 and 0≤y≤0.5, and M represents one or two or more metal elements selected from the group consisting of Mg, Zn, Cu, Fe, Cr, Mn, Ni, Al, B, Na, K, F, Cl, Br, I, Ca, Sr, Ba, Ti, Zr, Hf, Nb, Ta, Y, Yb, Si, S, Mo, W, V, Bi, Te, Pb, Ag, Cd, In, Sn, Sb, Ga, Ge, La, Ce, Nd, Sm, Eu, Tb, Dy, and Ho; the method comprising: a first step of adding an organic acid and cobalt hydroxide to a water solvent, and then adding phosphoric acid and lithium hydroxide thereto to prepare an aqueous raw material slurry (1); a second step of wet-pulverizing the aqueous raw material slurry (1) with a media mill to obtain a slurry (2) containing a pulverized product of raw materials; a third step of spray-drying the slurry (2) containing the pulverized product of raw materials to obtain a reaction precursor; and a fourth step of firing the reaction precursor. According to the present invention, a single-phase lithium cobalt phosphate in X-ray diffraction analysis can be obtained by an industrially advantageous method.']"
27,20,27_nan_manufacturing_type_lgps,"['nan', 'manufacturing', 'type', 'lgps', 'electricity', 'ionic', 'method', 'electrolyte', 'conductor', 'its']","['Electrolyte and the manufacturing method of electrolyte nan', 'Electrolyte and the manufacturing method of electrolyte nan', 'The manufacturing method of a solid electrolyte nan']"
28,20,28_ion_conductive_an_formula,"['ion', 'conductive', 'an', 'formula', 'solidstate', 'real', '0000', 'electrode', 'negative', 'm3']","['ION CONDUCTIVE SOLID AND ALL-SOLID-STATE BATTERY Provided are: an ion conductive solid that has high ion conductivity and can be produced using a low-temperature heat treatment; and an all-solid-state battery that comprises the conductive solid.\u3000The ion conductive solid contains an oxide represented by general formula Li 6-x-y-2zY1-x-y-zM1xM2yM3zB3O9. In the all-solid-state battery, a positive electrode, a negative electrode, and/or an electrolyte contains the ion conductive solid. (In the formula, M1 and M2 are each a tetravalent metal element, M3 is a pentavalent metal element, and x, y, and z are real numbers satisfying 0.000≤x+y<1.000, 0.000≤z<1.000, and 0.000<x+y+z<1.000.)', 'nan Provided are: an ion conductive solid that has high ion conductivity and can be produced using a low-temperature heat treatment; and an all-solid-state battery that comprises the conductive solid.\u3000The ion conductive solid contains an oxide represented by general formula Li 6-x-y-2zY1-x-y-zM1xM2yM3zB3O9. In the all-solid-state battery, a positive electrode, a negative electrode, and/or an electrolyte contains the ion conductive solid. (In the formula, M1 and M2 are each a tetravalent metal element, M3 is a pentavalent metal element, and x, y, and z are real numbers satisfying 0.000≤x+y<1.000, 0.000≤z<1.000, and 0.000<x+y+z<1.000.)', 'nan Provided are: an ion conductive solid that has high ion conductivity and can be produced using a low-temperature heat treatment; and an all-solid-state battery that comprises the conductive solid.\u3000The ion conductive solid contains an oxide represented by general formula Li 6-x-y-2zY1-x-y-zM1xM2yM3zB3O9. In the all-solid-state battery, a positive electrode, a negative electrode, and/or an electrolyte contains the ion conductive solid. (In the formula, M1 and M2 are each a tetravalent metal element, M3 is a pentavalent metal element, and x, y, and z are real numbers satisfying 0.000≤x+y<1.000, 0.000≤z<1.000, and 0.000<x+y+z<1.000.)']"
29,20,29_powder_represents_such_disclosure,"['powder', 'represents', 'such', 'disclosure', 'particles', 'articles', 'relates', 'number', '70', 'liapsbxc']","['POWDER OF SOLID MATERIAL PARTICLES OF FORMULA LIAPSBXC (I) The present disclosure relates to a powder of solid material particles of formula (I): Li aPSbXc wherein - X represents at least one halogen element; - a represents a number from 2.0 to 7.0; - b represents a number from 3.0 to 6.0; and - c represents a number from 0 to 3.0, wherein the powder has a d50-value of less than 50 µm, characterised in that its L* value in the L*a*b* color system is less than 60.0. The present disclosure also relates to a process for preparing such powder, as well as to the use of such powder for notably manufacturing solid electrolytes or battery articles.', 'POWDER OF SOLID MATERIAL PARTICLES OF FORMULA LiaPSbXc (I) The present disclosure relates to a powder of solid material particles of formula (I): Li aPSbXc wherein—X represents at least one halogen element; —a represents a number from 2.0 to 7.0; —b represents a number from 3.0 to 6.0; and —c represents a number from 0 to 3.0, wherein the powder has a d50-value of less than 50 μm, characterised in that its L* value in the L*a*b* color system is less than 60.0. The present disclosure also relates to a process for preparing such powder, as well as to the use of such powder for notably manufacturing solid electrolytes or battery articles.', 'POWDER OF SOLID MATERIAL PARTICLES OF FORMULA LIAPSBXC (I) The present disclosure relates to a powder of solid material particles of formula (I): Li aPSbXc wherein - X represents at least one halogen element; - a represents a number from 2.0 to 7.0; - b represents a number from 3.0 to 6.0; and - c represents a number from 0 to 3.0, wherein the powder has a d50-value of less than 50 µm, characterised in that its L* value in the L*a*b* color system is less than 60.0. The present disclosure also relates to a process for preparing such powder, as well as to the use of such powder for notably manufacturing solid electrolytes or battery articles.']"
30,19,30_positive_consisting_100_1000,"['positive', 'consisting', '100', '1000', 'material', '110', '111', '101', 'selected', 'least']","['POSITIVE ELECTRODE MATERIAL AND BATTERY A positive electrode material 1000 of the present disclosure includes: a material 100 represented by the following composition formula (1); and a carbon material 101 capable of occluding at least one selected from the group consisting of a simple substance of halogen and a halide, Li aMbXc ... Formula (1) where a, b, and c are each a value greater than 0, M includes at least one selected from the group consisting of metal elements other than Li and metalloid elements, and X includes a halogen element.', 'POSITIVE ELECTRODE MATERIAL AND BATTERY A positive electrode material 1000 of the present disclosure includes: a material 100 represented by the following composition formula (1); and a carbon material 101 capable of occluding at least one selected from the group consisting of a simple substance of halogen and a halide, Li aMbXc ... Formula (1) where a, b, and c are each a value greater than 0, M includes at least one selected from the group consisting of metal elements other than Li and metalloid elements, and X includes a halogen element.', 'POSITIVE ELECTRODE MATERIAL AND BATTERY A positive electrode material 1000 of the present disclosure includes: a material 100 represented by the following composition formula (1); and a carbon material 101 capable of occluding at least one selected from the group consisting of a simple substance of halogen and a halide, Li aMbXc ... Formula (1) where a, b, and c are each a value greater than 0, M includes at least one selected from the group consisting of metal elements other than Li and metalloid elements, and X includes a halogen element.']"
31,19,31_hollow_carbon_ball_porous,"['hollow', 'carbon', 'ball', 'porous', 'silver', 'loaded', 'silicon', 'particles', 'battery', 'wall']","['Lithium metal negative electrode of hollow carbon ball loaded with silver particles and solid-state battery A lithium metal negative electrode of hollow carbon ball loaded with silver particles and a solid-state battery, the carbon wall of the hollow carbon ball is formed by amorphous carbon, the thickness of the carbon wall is 6 to 15nm, the diameter of the hollow cavity of the hollow carbon ball is 400 to 700nm, the silver particles are loaded on the inner wall of the hollow carbon ball, the diameter of the silver particle is 5-20 nm. loading the silver particles on the amino functional silicon dioxide ball, then taking resorcinol and formaldehyde as carbon source precursor, coating phenolic resin, finally calcining, and removing silicon dioxide ball template by hydrofluoric acid etching to obtain the preparation product. The hollow carbon ball loaded with silver particles of the present invention, as a three-dimensional skeleton, provides an electronic ion channel, which can effectively ensure the reversibility of lithium ion embedding and separating, will not generate inactive lithium, and then plays a role of stress buffering in the circulation process of the solid-state battery, so as to effectively limit the volume expansion generated in the circulation process of the solid-state battery, and improve the safety of the battery.', 'A lithium metal negative electrode of hollow carbon ball loaded with silver particles and solid state battery A lithium metal negative electrode of hollow carbon ball loaded with silver particles and solid battery, the carbon wall of the hollow carbon ball is formed by amorphous carbon, the thickness of the carbon wall is 6 to 15nm, the diameter of the hollow cavity of the hollow carbon ball is 400 to 700nm, the silver particles are loaded on the inner wall of the hollow carbon ball, The diameter of the silver particle is 5-20 nm. loading the silver particles on the amino functionalized silicon dioxide ball, then using resorcinol and formaldehyde as carbon source precursor, phenolic resin coating, finally calcining, and etching remove silicon dioxide ball template by hydrofluoric acid to obtain the preparation product. The hollow carbon ball loaded with silver particles of the invention is used as a three-dimensional framework, providing an electronic ion channel, which can effectively ensure the reversible lithium ion embedding and removing, does not generate non-active lithium, then exerting stress buffer effect in the solid battery circulation process, so as to effectively limit the volume expansion generated in the solid state battery circulation process, and improve the safety of the battery.', 'A lithium metal negative electrode of hollow carbon ball loaded with silver particles and solid state battery A lithium metal negative electrode of hollow carbon ball loaded with silver particles and solid battery, the carbon wall of the hollow carbon ball is formed by amorphous carbon, the thickness of the carbon wall is 6 to 15nm, the diameter of the hollow cavity of the hollow carbon ball is 400 to 700nm, the silver particles are loaded on the inner wall of the hollow carbon ball, The diameter of the silver particle is 5-20 nm. loading the silver particles on the amino functionalized silicon dioxide ball, then using resorcinol and formaldehyde as carbon source precursor, phenolic resin coating, finally calcining, and etching remove silicon dioxide ball template by hydrofluoric acid to obtain the preparation product. The hollow carbon ball loaded with silver particles of the invention is used as a three-dimensional framework, providing an electronic ion channel, which can effectively ensure the reversible lithium ion embedding and removing, does not generate non-active lithium, then exerting stress buffer effect in the solid battery circulation process, so as to effectively limit the volume expansion generated in the solid state battery circulation process, and improve the safety of the battery.']"
32,18,32_sulfurcarbon_composite_secondary_sulphurcarbon,"['sulfurcarbon', 'composite', 'secondary', 'sulphurcarbon', 'move', 'freely', 'enhance', 'comprising', 'applied', 'conductive']","['SULFUR-CARBON COMPOSITE AND LITHIUM SECONDARY BATTERY COMPRISING SAME The present invention relates to a sulfur-carbon composite and a lithium secondary battery comprising same. More specifically, a network-shaped coating layer comprising a conductive polymer is formed on the surface of the sulfur-carbon composite, and thus the conductivity of the sulfur-carbon composite is enhanced and also, lithium ions move freely, and accordingly, when applied to lithium secondary batteries, the sulfur-carbon composite can enhance the performance of batteries.', 'SULFUR-CARBON COMPOSITE AND LITHIUM SECONDARY BATTERY COMPRISING SAME The present invention relates to a sulfur-carbon composite and a lithium secondary battery comprising same. More specifically, a network-shaped coating layer comprising a conductive polymer is formed on the surface of the sulfur-carbon composite, and thus the conductivity of the sulfur-carbon composite is enhanced and also, lithium ions move freely, and accordingly, when applied to lithium secondary batteries, the sulfur-carbon composite can enhance the performance of batteries.', 'SULFUR-CARBON COMPOSITE AND LITHIUM SECONDARY BATTERY COMPRISING SAME The present invention relates to a sulfur-carbon composite and a lithium secondary battery comprising same. More specifically, a network-shaped coating layer comprising a conductive polymer is formed on the surface of the sulfur-carbon composite, and thus the conductivity of the sulfur-carbon composite is enhanced and also, lithium ions move freely, and accordingly, when applied to lithium secondary batteries, the sulfur-carbon composite can enhance the performance of batteries.']"
33,17,33_intermediate_siliconcarbon_carbonization_treatment,"['intermediate', 'siliconcarbon', 'carbonization', 'treatment', 'obtain', 'performing', 'composite', 'preparation', 'large', 'material']","['A silicon-carbon composite material and preparation method and application thereof The invention claims a silicon-carbon composite material and preparation method and application thereof, the preparation method comprises the following steps: (1) mixing the silicon material, carbon material and adhesive, agent to obtain intermediate A; (2) performing hot mixing kneading and isostatic pressing to the intermediate A to obtain intermediate B; (3) the intermediate B orderly passes through the first carbonization treatment and the coating layer to obtain the intermediate C; (4) performing the second carbonization treatment to the intermediate C to obtain the silicon-carbon composite material; the temperature of the second carbonization treatment is not less than the temperature of the first carbonization treatment. the raw material and device of the preparation method are easy to obtain, the production cost is low, the nano-silicon and carbon in the obtained silicon-carbon composite material are uniformly distributed, and it has large tap density and low specific surface area, high conductivity, large specific capacity, which is used as negative electrode active material for lithium ion battery, it has excellent capacity, firstly charging and discharging efficiency and cycle performance.', 'A silicon-carbon composite material and preparation method and application thereof The invention claims a silicon-carbon composite material and preparation method and application thereof, the preparation method comprises the following steps: (1) mixing the silicon material, carbon material and adhesive, agent to obtain intermediate A; (2) performing hot mixing kneading and isostatic pressing to the intermediate A to obtain intermediate B; (3) the intermediate B orderly passes through the first carbonization treatment and the coating layer to obtain the intermediate C; (4) performing the second carbonization treatment to the intermediate C to obtain the silicon-carbon composite material; the temperature of the second carbonization treatment is not less than the temperature of the first carbonization treatment. the raw material and device of the preparation method are easy to obtain, the production cost is low, the nano-silicon and carbon in the obtained silicon-carbon composite material are uniformly distributed, and it has large tap density and low specific surface area, high conductivity, large specific capacity, which is used as negative electrode active material for lithium ion battery, it has excellent capacity, firstly charging and discharging efficiency and cycle performance.', 'A silicon-carbon composite material and preparation method and application thereof The invention claims a silicon-carbon composite material and preparation method and application thereof, the preparation method comprises the following steps: (1) mixing the silicon material, carbon material and adhesive, agent to obtain intermediate A; (2) performing hot mixing kneading and isostatic pressing to the intermediate A to obtain intermediate B; (3) the intermediate B orderly passes through the first carbonization treatment and the coating layer to obtain the intermediate C; (4) performing the second carbonization treatment to the intermediate C to obtain the silicon-carbon composite material; the temperature of the second carbonization treatment is not less than the temperature of the first carbonization treatment. the raw material and device of the preparation method are easy to obtain, the production cost is low, the nano-silicon and carbon in the obtained silicon-carbon composite material are uniformly distributed, and it has large tap density and low specific surface area, high conductivity, large specific capacity, which is used as negative electrode active material for lithium ion battery, it has excellent capacity, firstly charging and discharging efficiency and cycle performance.']"
34,17,34_such_crystalline_from_as,"['such', 'crystalline', 'from', 'as', 'selected', 'br', 'cl', 'number', 'material', 'or']","['SOLID MATERIAL COMPRISING LI, MG, P, S AND HALOGEN ELEMENTS The present invention pertains to a solid material according to general formula (I) as follows having high calculated ionic conductivity and to a method for producing said solid material: Li7-2x-yMgxS6-yXy (I) wherein: - X is a halogen selected from the group consisting of F, Cl, I and Br or a combination thereof; - x is a number such as 0.01 ? x ? 0.4 and - y is a number such as 0.5 ? y < 1. The present disclosure also refers to the use of this solid material as solid electrolyte notably for electrochemical devices such as batteries.', 'SOLID MATERIAL COMPRISING LI, MG, P, S AND HALOGEN ELEMENTS The present invention pertains to a solid material according to general formula (I) as follows having high calculated ionic conductivity and to a method for producing said solid material: Li7 -2x-yMgxS6-yXy (I) wherein: - X is a halogen selected from the group consisting of F, Cl, I and Br or a combination thereof; - x is a number such as 0.01 ≤ x ≤ 0.4 and - y is a number such as 0.5 ≤ y < 1. The present disclosure also refers to the use of this solid material as solid electrolyte notably for electrochemical devices such as batteries.', 'SOLID MATERIAL COMPRISING LI, MG, P, S AND HALOGEN ELEMENTS The present invention pertains to a solid material according to general formula (I) as follows having high calculated ionic conductivity and to a method for producing said solid material: Li7 -2x-yMgxS6-yXy (I) wherein: - X is a halogen selected from the group consisting of F, Cl, I and Br or a combination thereof; - x is a number such as 0.01 ≤ x ≤ 0.4 and - y is a number such as 0.5 ≤ y < 1. The present disclosure also refers to the use of this solid material as solid electrolyte notably for electrochemical devices such as batteries.']"
35,17,35_silicon_siliconcarbon_nanocomposite_composite,"['silicon', 'siliconcarbon', 'nanocomposite', 'composite', 'same', 'uniform', 'active', 'can', 'suppressed', 'negative']","['York-shell Structured Silicon-Carbon Composite, Process for Preparing the Same, and Negative Electrode Active Material Comprising the Same The present invention relates to a silicon-carbon composite having a yoke-shell structure, a method of manufacturing the same, and a negative electrode active material containing the same. The silicon-carbon composite of the yoke-shell structure according to an embodiment of the present invention can be manufactured without using a strong acid and can form uniform pores by using an inorganic layer of uniform thickness as a sacrificial layer, When used as a negative electrode active material, the volume expansion of silicon can be accommodated, thereby suppressing the phenomenon of peeling off the outermost carbon thin film. As a result, degradation of battery performance and lifespan can be suppressed.', 'York-shell Structured Silicon-Carbon Composite, Process for Preparing the Same, and Negative Electrode Active Material Comprising the Same The present invention relates to a silicon-carbon composite having a yoke-shell structure, a method of manufacturing the same, and a negative electrode active material containing the same. The silicon-carbon composite of the yoke-shell structure according to an embodiment of the present invention can be manufactured without an etching process using strong acid, and uniform pores can be formed by using a polymer layer of uniform thickness as a sacrificial layer. Accordingly, when used as a negative electrode active material, the phenomenon of peeling off of the outermost carbon thin film can be suppressed by accommodating the volume expansion of silicon. As a result, degradation of battery performance and lifespan can be suppressed.', 'York-shell Structured Silicon-Carbon Composite, Process for Preparing the Same, and Negative Electrode Active Material Comprising the Same The present invention relates to a silicon-carbon composite having a yoke-shell structure, a method of manufacturing the same, and a negative electrode active material containing the same. The silicon-carbon composite of the yoke-shell structure according to an embodiment of the present invention can be manufactured without an etching process using strong acid, and uniform pores can be formed by using a polymer layer of uniform thickness as a sacrificial layer. Accordingly, when used as a negative electrode active material, the phenomenon of peeling off of the outermost carbon thin film can be suppressed by accommodating the volume expansion of silicon. As a result, degradation of battery performance and lifespan can be suppressed.']"
36,16,36_impurity_free_carbon_reducedcarbon,"['impurity', 'free', 'carbon', 'reducedcarbon', 'sulfide', 'lithium', 'weight', 'this', 'electrolytes', 'production']","['A PROCESS FOR PRODUCING CARBON IMPURITY REDUCED/CARBON IMPURITY FREE LITHIUM SULFIDE, SAID CARBON IMPURITY REDUCED/CARBON IMPURITY FREE LITHIUM SULFIDE, AND ITS USE FOR PRODUCING SOLID-STATE ELECTROLYTES AND SOLID-STATE BATTERIES The invention relates to a process for the production of lithium sulfide reduced in carbon impurity or free from carbon impurity, in which lithium sulfate and optionally lithium sulfit, lithium disulfate and/or other lithium sulfur oxides, and carbon impurity containing lithium sulfide are treated with hydrogen gas at temperautres in range from 300 to 600°C. The invention further relates to a lithium sulfide producible in this manner, the carbon impurity content of which is less than 2.0 % by weight, based on the weight of the lithium sulfide. This lithium sulfide is used for the production of battery components, preferably solid electrolytes, and solid-state batteries.', 'A PROCESS FOR PRODUCING CARBON IMPURITY REDUCED/CARBON IMPURITY FREE LITHIUM SULFIDE, SAID CARBON IMPURITY REDUCED/CARBON IMPURITY FREE LITHIUM SULFIDE, AND ITS USE FOR PRODUCING SOLID-STATE ELECTROLYTES AND SOLID-STATE BATTERIES The invention relates to a process for the production of lithium sulfide reduced in carbon impurity or free from carbon impurity, in which lithium sulfate and optionally lithium sulfit, lithium disulfate and/or other lithium sulfur oxides, and carbon impurity containing lithium sulfide are treated with hydrogen gas at temperautres in range from 300 to 600°C. The invention further relates to a lithium sulfide producible in this manner, the carbon impurity content of which is less than 2.0 % by weight, based on the weight of the lithium sulfide. This lithium sulfide is used for the production of battery components, preferably solid electrolytes, and solid-state batteries.', 'A PROCESS FOR PRODUCING CARBON IMPURITY REDUCED/CARBON IMPURITY FREE LITHIUM SULFIDE, SAID CARBON IMPURITY REDUCED/CARBON IMPURITY FREE LITHIUM SULFIDE, AND ITS USE FOR PRODUCING SOLID-STATE ELECTROLYTES AND SOLID-STATE BATTERIES The invention relates to a process for the production of lithium sulfide reduced in carbon impurity or free from carbon impurity, in which lithium sulfate and optionally lithium sulfit, lithium disulfate and/or other lithium sulfur oxides, and carbon impurity containing lithium sulfide are treated with hydrogen gas at temperautres in range from 300 to 600°C. The invention further relates to a lithium sulfide producible in this manner, the carbon impurity content of which is less than 2.0 % by weight, based on the weight of the lithium sulfide. This lithium sulfide is used for the production of battery components, preferably solid electrolytes, and solid-state batteries.']"
37,16,37_sulphide_preparation_electrolyte_simple,"['sulphide', 'preparation', 'electrolyte', 'simple', 'improves', 'new', 'pos33', 'the', 'ps43', 'application']","['A new sulphide solid electrolyte and preparation method and use thereof The invention claims a new sulphide solid electrolyte and preparation method and use thereof, wherein the new sulphide solid electrolyte comprises the compound of the following general formula in nominal chemical formula: Li3-0.02xP1-0.01xNxS4-0.04xO3x, wherein x=2, 4, 6, 8; The novel sulphide solid electrolyte has a PS43 - /POS33 - structure. The invention is doped with proper LiNO3 in Li3PS4 glass electrolyte, then through simple ball milling, calcining method obtain a new glass ceramic solid electrolyte with PS43 - /POS33 - special structure, so as to realize the improvement of sulphide solid electrolyte stable performance. The sulphide solid electrolyte synthesized by the method improves the interface stability of sulphide solid electrolyte and lithium metal negative electrode at the same time, improves the air stability of the electrolyte, lays a certain theoretical basis for the actual application of the full-solid-state battery.', 'A new sulphide solid electrolyte and preparation method and use thereof The invention claims a new sulphide solid electrolyte and preparation method and use thereof, wherein the new sulphide solid electrolyte comprises the compound of the following general formula in nominal chemical formula: Li3-0.02xP1-0.01xNxS4-0.04xO3x, wherein x=2, 4, 6, 8; The novel sulphide solid electrolyte has a PS43 - /POS33 - structure. The invention is doped with proper LiNO3 in Li3PS4 glass electrolyte, then through simple ball milling, calcining method to obtain a novel glass ceramic solid electrolyte with PS43 - /POS33 - special structure, so as to realize the improvement of sulphide solid electrolyte stable performance. The sulphide solid electrolyte synthesized by the method improves the interface stability of sulphide solid electrolyte and lithium metal negative electrode, at the same time, improves the air stability of the electrolyte, lays a certain theoretical basis for the actual application of the full-solid-state battery.', 'A new sulphide solid electrolyte and preparation method and use thereof The invention claims a new sulphide solid electrolyte and preparation method and use thereof, wherein the new sulphide solid electrolyte comprises the compound of the following general formula in nominal chemical formula: Li3-0.02xP1-0.01xNxS4-0.04xO3x, wherein x=2, 4, 6, 8; The novel sulphide solid electrolyte has a PS43 - /POS33 - structure. The invention is doped with proper LiNO3 in Li3PS4 glass electrolyte, then through simple ball milling, calcining method to obtain a novel glass ceramic solid electrolyte with PS43 - /POS33 - special structure, so as to realize the improvement of sulphide solid electrolyte stable performance. The sulphide solid electrolyte synthesized by the method improves the interface stability of sulphide solid electrolyte and lithium metal negative electrode, at the same time, improves the air stability of the electrolyte, lays a certain theoretical basis for the actual application of the full-solid-state battery.']"
38,16,38_conducting_boron_lithiumion_sulphide,"['conducting', 'boron', 'lithiumion', 'sulphide', 'glassy', 'obtainable', 'suitable', 'meltquenching', 'based', 'supported']","['SULPHIDE BASED LITHIUM-ION MIXED HALIDE CONDUCTING SOLID ELECTROLYTE AND METHODS FOR THE PRODUCTION THEREOF The present invention relates to solid materials which are obtainable by melt-quenching mixtures of lithium sulphide, boron sulphide, boron oxide and lithium halides, thereby forming a glassy solid which is suitable for use as a lithium-ion conducting electrolyte. These sulphide based lithium-ion conducting solid electrolytes exhibit a high ionic conductivity.', 'SULPHIDE BASED LITHIUM-ION CONDUCTING SOLID ELECTROLYTE AND METHODS FOR THE PRODUCTION THEREOF The present invention relates to solid materials which are obtainable by melt- quenching mixtures of lithium sulphide, boron sulphide and boron oxide, thereby forming a glassy solid which is suitable for use as a lithium-ion conducting electrolyte.These sulphide based lithium-ion conducting solid electrolytes exhibit a large thermal stability as supported by the large ΔT x, in particular a ΔTx of more than 100 °C.', 'SULPHIDE BASED LITHIUM-ION CONDUCTING SOLID ELECTROLYTE AND METHODS FOR THE PRODUCTION THEREOF The present invention relates to solid materials which are obtainable by melt- quenching mixtures of lithium sulphide, boron sulphide and boron oxide, thereby forming a glassy solid which is suitable for use as a lithium-ion conducting electrolyte. These sulphide based lithium-ion conducting solid electrolytes exhibit a large thermal stability as supported by the large ΔT x, in particular a ΔTx of more than 100 °C.']"
39,16,39_thiophosphate_products_obtainable_argyrodite,"['thiophosphate', 'products', 'obtainable', 'argyrodite', 'concerns', 'as', 'said', 'especially', 'preparation', 'well']","['PREPARATION METHOD OF LITHIUM THIOPHOSPHATE The present invention concerns a new method for the preparation of lithium thiophosphate, as well as the products obtainable by said methods, and uses thereof especially as solid electrolytes.', 'PREPARATION METHOD OF LITHIUM THIOPHOSPHATE The present invention concerns a new method for the preparation of lithium thiophosphate, as well as the products obtainable by said methods, and uses thereof especially as solid electrolytes.', 'PREPARATION METHOD OF LITHIUM THIOPHOSPHATE The present invention concerns a new method for the preparation of lithium thiophosphate, as well as the products obtainable by said methods, and uses thereof especially as solid electrolytes.']"
