Topic,Count,Name,Representation,Representative_Docs
24,17,24_transparent_electronic_nanotube_carbon,"['transparent', 'electronic', 'nanotube', 'carbon', 'equipment', 'material', 'component', 'board', 'heating', 'clothes']","['The electronic device, the method of use of the electronic device, and the program and recording medium. The present invention relates to the electronic device, the method of use of the electronic device, and the program and recording medium, and it belongs to the manufacturing field of the electronic device. The electronic device includes the transparent material case and transparent liquid battery and the here the transparent material case configures one receipt chamber shut tightly and the transparent liquid battery, the screen module, the main board module, the part module and power module are included within the receipt chamber and the main board module is connected to the screen module consisting of the transparent material and the main board module is connected to the part module and the main board module is connected to the power module. Because of manufacturing the electronic device with the transparent material the electronic device had the property of being transparent and the transparent cover was added to the rear case of the electronic device. Therefore the problem that the protection against heat performance of the electronic device which was caused by adding the transparent cover was degraded was resolved and the height obtained the overall transparent feeling of the electronic device the effect.', 'The electronic device, the method of use of the electronic device, and the program and recording medium. The present invention relates to the method of use of the electronic device and electronic device, and it belongs to the manufacturing field of the electronic device. The electronic device includes the transparent material case and transparent liquid battery and the here the transparent material case configures one receipt chamber shut tightly and the transparent liquid battery, the screen module, the main board module, the part module and power module are included within the receipt chamber and the main board module is connected to the screen module consisting of the transparent material and the main board module is connected to the part module and the main board module is connected to the power module. Because of manufacturing the electronic device with the transparent material the electronic device had the property of being transparent and the transparent cover was added to the rear case of the electronic device. Therefore the problem that the protection against heat performance of the electronic device which was caused by adding the transparent cover was degraded was resolved and the height obtained the overall transparent feeling of the electronic device the effect.', 'The electronic device, the method of use of the electronic device, and the program and recording medium. The present invention relates to the method of use of the electronic device and electronic device, and it belongs to the manufacturing field of the electronic device. The electronic device includes the transparent material case and transparent liquid battery and the here the transparent material case configures one receipt chamber shut tightly and the transparent liquid battery, the screen module, the main board module, the part module and power module are included within the receipt chamber and the main board module is connected to the screen module consisting of the transparent material and the main board module is connected to the part module and the main board module is connected to the power module. Because of manufacturing the electronic device with the transparent material the electronic device had the property of being transparent and the transparent cover was added to the rear case of the electronic device. Therefore the problem that the protection against heat performance of the electronic device which was caused by adding the transparent cover was degraded was resolved and the height obtained the overall transparent feeling of the electronic device the effect.']"
25,17,25_terahertz_radiation_electromagnetic_waveguide,"['terahertz', 'radiation', 'electromagnetic', 'waveguide', 'apparatus', 'sensing', 'that', 'region', 'surface', 'antenna']","['SENSING APPARATUS AND METHOD OF OPERATION THEREOF Disclosed is a sensing apparatus (100, 300) that senses structure of electrode (108, 200A, 200B, 302) of electrical battery (106). The electrode is arranged to have layers (110, 112, 202, 206, 304, 306) spatially adjacent thereto that provide a waveguide region (114, 308) that includes a surface of the electrode 5 that changes in structure. The sensing apparatus includes a source (102, 310) of Terahertz electromagnetic radiation, and a coupling arrangement (104, 312) that couples Terahertz electromagnetic radiation from the source into the waveguide region. The Terahertz electromagnetic radiation interacts with features present at the surface. The sensing apparatus includes detector (116, 314) that receives Terahertz electromagnetic radiation that is reflected and/or transmitted through the waveguide region, and processes the Terahertz electromagnetic radiation to determine temporal changes therein that are indicative of dendritic growths occurring at the surface of the electrode or any manufacturing or structural faults.', 'SENSING APPARATUS AND METHOD OF OPERATION THEREOF Disclosed is a sensing apparatus (100, 300) that senses structure of electrode (108, 200A, 200B, 302) of electrical battery (106). The electrode is arranged to have layers (110, 112, 202, 206, 304, 306) spatially adjacent thereto that provide a waveguide region (114, 308) that includes a surface of the electrode 5 that changes in structure. The sensing apparatus includes a source (102, 310) of Terahertz electromagnetic radiation, and a coupling arrangement (104, 312) that couples Terahertz electromagnetic radiation from the source into the waveguide region. The Terahertz electromagnetic radiation interacts with features present at the surface. The sensing apparatus includes detector (116, 314) that receives Terahertz electromagnetic radiation that is reflected and/or transmitted through the waveguide region, and processes the Terahertz electromagnetic radiation to determine temporal changes therein that are indicative of dendritic growths occurring at the surface of the electrode or any manufacturing or structural faults.', 'SENSING APPARATUS AND METHOD OF OPERATION THEREOF Disclosed is a sensing apparatus (100, 300) that senses structure of electrode (108, 200A, 200B, 302) of electrical battery (106). The electrode is arranged to have layers (110, 112, 202, 206, 304, 306) spatially adjacent thereto that provide a waveguide region (114, 308) that includes a surface of the electrode 5 that changes in structure. The sensing apparatus includes a source (102, 310) of Terahertz electromagnetic radiation, and a coupling arrangement (104, 312) that couples Terahertz electromagnetic radiation from the source into the waveguide region. The Terahertz electromagnetic radiation interacts with features present at the surface. The sensing apparatus includes detector (116, 314) that receives Terahertz electromagnetic radiation that is reflected and/or transmitted through the waveguide region, and processes the Terahertz electromagnetic radiation to determine temporal changes therein that are indicative of dendritic growths occurring at the surface of the electrode or any manufacturing or structural faults.']"
26,17,26_portion_tissue_first_second,"['portion', 'tissue', 'first', 'second', 'implantable', 'third', 'crosssectional', 'side', 'medical', 'implant']","['IMPLANTABLE ENERGIZED MEDICAL DEVICE, RELATED METHODS AND KIT An implantable energized medical device configured to be held in position by a tissue portion of a patient, the medical device comprising: a first portion configured to be placed on a first side of the tissue portion, the first portion having a first cross-sectional area in a first plane and comprising a first surface configured to face a first tissue surface of the first side of the tissue portion, a second portion configured to be placed on a second side of the tissue portion, the second side opposing the first side, the second portion having a second cross-sectional area in a second plane and comprising a second surface configured to engage a second tissue surface of the second side of the tissue portion, and a connecting portion configured to be placed through a hole in the tissue portion extending between the first and second sides of the tissue portion, the connecting portion having a third cross-sectional area in a third plane and a third surface configured to engage the first tissue surface of the first side of the tissue portion, wherein the connecting portion is configured to connect the first portion to the second portion, wherein: the first, second, and third planes are parallel to each other, and the third cross-sectional area is smaller than the first and second cross-sectional areas, such that the first portion, second portion and connecting portion are prevented from travelling through the hole in the tissue portion in a direction perpendicular to the first, second and third planes.', 'IMPLANTABLE ENERGIZED MEDICAL DEVICE, RELATED METHODS AND KIT An implantable energized medical device configured to be held in position by a tissue portion of a patient, the medical device comprising: a first portion configured to be placed on a first side of the tissue portion, the first portion having a first cross-sectional area in a first plane and comprising a first surface configured to face a first tissue surface of the first side of the tissue portion, a second portion configured to be placed on a second side of the tissue portion, the second side opposing the first side, the second portion having a second cross-sectional area in a second plane and comprising a second surface configured to engage a second tissue surface of the second side of the tissue portion, and a connecting portion configured to be placed through a hole in the tissue portion extending between the first and second sides of the tissue portion, the connecting portion having a third cross-sectional area in a third plane and a third surface configured to engage the first tissue surface of the first side of the tissue portion, wherein the connecting portion is configured to connect the first portion to the second portion, wherein: the first, second, and third planes are parallel to each other, and the third cross- sectional area is smaller than the first and second cross-sectional areas, such that the first portion, second portion and connecting portion are prevented from travelling through the hole in the tissue portion in a direction perpendicular to the first, second and third planes.', 'IMPLANTABLE ENERGIZED MEDICAL DEVICE, RELATED METHODS AND KIT An implantable energized medical device configured to be held in position by a tissue portion of a patient, the medical device comprising: a first portion configured to be placed on a first side of the tissue portion, the first portion having a first cross-sectional area in a first plane and comprising a first surface configured to face a first tissue surface of the first side of the tissue portion, a second portion configured to be placed on a second side of the tissue portion, the second side opposing the first side, the second portion having a second cross-sectional area in a second plane and comprising a second surface configured to engage a second tissue surface of the second side of the tissue portion, and a connecting portion configured to be placed through a hole in the tissue portion extending between the first and second sides of the tissue portion, the connecting portion having a third cross-sectional area in a third plane and a third surface configured to engage the first tissue surface of the first side of the tissue portion, wherein the connecting portion is configured to connect the first portion to the second portion, wherein: the first, second, and third planes are parallel to each other, and the third cross-sectional area is smaller than the first and second cross-sectional areas, such that the first portion, second portion and connecting portion are prevented from travelling through the hole in the tissue portion in a direction perpendicular to the first, second and third planes.']"
27,16,27_116128_400_wirelessly_sensors,"['116128', '400', 'wirelessly', 'sensors', 'energy', '404', 'bioprocessing', '146148', 'units', '100']","['SYSTEM AND METHOD FOR WIRELESSLY POWERING A SENSOR IN A BIO-PROCESSING ENVIRONMENT A bio-processing system (100) for wirelessly powering one or more sensors (116-128, 400) is presented. The system (100) includes bio-processing units (106-110), process supporting devices (112-114), energy sources (146-148), and sensors (116-128, 400) including an energy harvesting unit (402) and an energy storage unit (404). The system (100) includes a power management subsystem (104, 200) wirelessly coupled to the sensors (116-128, 400) and including a processor (202) configured to wirelessly monitor energy consumption of the sensors (116-128, 400) and a level of energy stored in corresponding energy storage units (404), select at least one sensor (116-128, 400) based on the energy consumption of the sensors (116-128, 400) and corresponding levels of energy stored in the energy storage units (404), and identify at least one active energy source (146-148) as a power source, where the identified power source is configured to wirelessly transfer power to the selected sensor (116-128, 400).', 'System and Method for Wirelessly Powering a Sensor in a Bio-Processing Environment A bio-processing system ( 100) for wirelessly powering one or more sensors (116-128, 400) is presented. The system (100) includes bio-processing units (106-110), process supporting devices (112-114), energy sources (146-148), and sensors (116-128, 400) including an energy harvesting unit (402) and an energy storage unit (404). The system (100) includes a power management subsystem (104, 200) wirelessly coupled to the sensors (116-128, 400) and including a processor (202) configured to wirelessly monitor energy consumption of the sensors (116-128, 400) and a level of energy stored in corresponding energy storage units (404), select at least one sensor (116-128, 400) based on the energy consumption of the sensors (116-128, 400) and corresponding levels of energy stored in the energy storage units (404), and identify at least one active energy source (146-148) as a power source, where the identified power source is configured to wirelessly transfer power to the selected sensor (116-128, 400).', 'System and method for wirelessly powering a sensor in a bio-processing environment A bio-processing system ( 100) for wirelessly powering one or more sensors (116-128, 400) is presented. The system (100) includes bio-processing units (106-110), process supporting devices (112-114), energy sources (146-148), and sensors (116-128, 400) including an energy harvesting unit (402) and an energy storage unit (404). The system (100) includes a power management subsystem (104, 200) wirelessly coupled to the sensors (116-128, 400) and including a processor (202) configured to wirelessly monitor energy consumption of the sensors (116-128, 400) and a level of energy stored in corresponding energy storage units (404), select at least one sensor (116-128, 400) based on the energy consumption of the sensors (116-128, 400) and corresponding levels of energy stored in the energy storage units (404), and identify at least one active energy source (146-148) as a power source, where the identified power source is configured to wirelessly transfer power to the selected sensor (116-128, 400).']"
28,16,28_cold_secondary_plate_nonintegrated,"['cold', 'secondary', 'plate', 'nonintegrated', 'nonintegral', 'temperature', 'district', 'cooling', 'mechanism', 'save']","['Secondary battery system PROBLEM TO BE SOLVED: To provide means for solving such a problem that the temperature of a secondary battery rises quickly when performing quick charging, and means for controlling discharge characteristics of the secondary battery in a cold district.  SOLUTION: Temperature rise of a secondary battery at the time of charging is restrained by a secondary battery system combining a cooling mechanism by a Peltier element 1 or a stirling freezer, a heating mechanism by a heater 2, a thermometer for monitoring the temperature of the secondary battery, and a temperature controller for controlling the temperature of the secondary battery.  EFFECT: Stable discharge characteristics are secured by holding the temperature of the secondary battery at an appropriate temperature by the heating mechanism of the heater in a cold district. DC impedance or AC impedance of the mounted secondary battery at the time of charging an electric vehicle is recorded in a built-in nonvolatile memory, so that use of deteriorated secondary batteries can be stopped, and safety of the electric vehicle is improved dramatically.  SELECTED DRAWING: Figure 1', 'Secondary battery system PROBLEM TO BE SOLVED: To provide means for solving such a problem that the temperature of a secondary battery rises quickly when performing quick charging, and means for controlling discharge characteristics of the secondary battery in a cold district.  SOLUTION: Temperature rise of a secondary battery at the time of charging is restrained by a secondary battery system combining a cooling mechanism by a Peltier element 1 or a stirling freezer, a heating mechanism by a heater 2, a thermometer for monitoring the temperature of the secondary battery, and a temperature controller for controlling the temperature of the secondary battery.  EFFECT: Stable discharge characteristics are secured by holding the temperature of the secondary battery at an appropriate temperature by the heating mechanism of the heater in a cold district. DC impedance or AC impedance of the mounted secondary battery at the time of charging an electric vehicle is recorded in a built-in nonvolatile memory, so that use of deteriorated secondary batteries can be stopped, and safety of the electric vehicle is improved dramatically.  SELECTED DRAWING: Figure 1', 'Secondary battery system PROBLEM TO BE SOLVED: To provide means for solving such a problem that the temperature of a secondary battery rises quickly when performing quick charging, and means for controlling discharge characteristics of the secondary battery in a cold district.  SOLUTION: Temperature rise of a secondary battery at the time of charging is restrained by a secondary battery system combining a cooling mechanism by a Peltier element 1 or a stirling freezer, a heating mechanism by a heater 2, a thermometer for monitoring the temperature of the secondary battery, and a temperature controller for controlling the temperature of the secondary battery.  EFFECT: Stable discharge characteristics are secured by holding the temperature of the secondary battery at an appropriate temperature by the heating mechanism of the heater in a cold district. DC impedance or AC impedance of the mounted secondary battery at the time of charging an electric vehicle is recorded in a built-in nonvolatile memory, so that use of deteriorated secondary batteries can be stopped, and safety of the electric vehicle is improved dramatically.  SELECTED DRAWING: Figure 1']"
29,15,29_sources_analog_auxiliary_switches,"['sources', 'analog', 'auxiliary', 'switches', 'microcontroller', 'perform', 'capacitors', 'transferring', 'parallel', 'step']","['Electronic circuit for harvesting energy from ultra-low power sources The present invention relates to an electronic circuit for harvesting energy from ultra-low power sources, said circuit comprising a capacitor module ( 1), a microcontroller (2), two analog switches (3 and 7), an auxiliary battery module (4), a terminal (5), and an operating mode module (6). The circuit is characterised in that: at least two sources (FE) from a plurality of sources (FE) are connected to the capacitor module (1); and the microcontroller (2) transmits the RC digital signals [1.4] at the capacitor module (1) to the first set of analog switches and changes from an idle state to an active state. In addition, the microcontroller (2) is configured to: perform an energy storage step, by connecting the energy sources in parallel with the capacitors; perform a first amplification step, by reconnecting the set of capacitors in series with one another via the first set of analog switches connected in parallel, by means of a switch, with the array of auxiliary batteries that are connected in parallel with one another; perform a first step of transferring energy from the capacitors to the auxiliary batteries; perform a second energy amplification step, by reconnecting the array of batteries connected in series with one another via the second set of analog switches; perform a second step of transferring the energy amplified by the auxiliary batteries by means of a switch, by means of which the auxiliary batteries connected in series with one another are connected in parallel with a main external battery, transferring the energy to same.', 'Electronic circuit for harvesting energy from ultra-low power sources The present invention relates to an electronic circuit for harvesting energy from ultra-low power sources, said circuit comprising a capacitor module ( 1), a microcontroller (2), two analog switches (3 and 7), an auxiliary battery module (4), a terminal (5), and an operating mode module (6). The circuit is characterised in that: at least two sources (FE) from a plurality of sources (FE) are connected to the capacitor module (1); and the microcontroller (2) transmits the RC digital signals [1.4] at the capacitor module (1) to the first set of analog switches and changes from an idle state to an active state. In addition, the microcontroller (2) is configured to: perform an energy storage step, by connecting the energy sources in parallel with the capacitors; perform a first amplification step, by reconnecting the set of capacitors in series with one another via the first set of analog switches connected in parallel, by means of a switch, with the array of auxiliary batteries that are connected in parallel with one another; perform a first step of transferring energy from the capacitors to the auxiliary batteries; perform a second energy amplification step, by reconnecting the array of batteries connected in series with one another via the second set of analog switches; perform a second step of transferring the energy amplified by the auxiliary batteries by means of a switch, by means of which the auxiliary batteries connected in series with one another are connected in parallel with a main external battery, transferring the energy to same.', 'ELECTRONIC CIRCUIT FOR HARVESTING ENERGY FROM ULTRA-LOW POWER SOURCES The present invention relates to an electronic circuit for harvesting energy from ultra-low power sources, said circuit comprising a capacitor module (1), a microcontroller (2), two analog switches (3 and 7), an auxiliary battery module (4), a terminal (5), and an operating mode module (6). The circuit is characterised in that: at least two sources (FE) from a plurality of sources (FE) are connected to the capacitor module (1); and the microcontroller (2) transmits the RC digital signals [1.4] at the capacitor module (1) to the first set of analog switches and changes from an idle state to an active state. In addition, the microcontroller (2) is configured to: perform an energy storage step, by connecting the energy sources in parallel with the capacitors; perform a first amplification step, by reconnecting the set of capacitors in series with one another via the first set of analog switches connected in parallel, by means of a switch, with the array of auxiliary batteries that are connected in parallel with one another; perform a first step of transferring energy from the capacitors to the auxiliary batteries; perform a second energy amplification step, by reconnecting the array of batteries connected in series with one another via the second set of analog switches; perform a second step of transferring the energy amplified by the auxiliary batteries by means of a switch, by means of which the auxiliary batteries connected in series with one another are connected in parallel with a main external battery, transferring the energy to same.']"
30,15,30_data_powered_mode_alternatively,"['data', 'powered', 'mode', 'alternatively', 'permanently', 'be', 'environmental', 'requires', 'related', 'curve']","['Battery life time based on sensor data A system for controlling supply of a device. The device can be a power retention device that requires to be permanently powered. To this end, it can be alternatively powered by a power supply, in a first mode, or by a battery, in a second mode. At least one sensor of the system acquires data related to the battery, such as environmental data, the voltage of the battery or the discharge current of the battery. Based on the data and at least one characteristic curve of the battery, a battery monitoring module is configured to switch between the first and second modes to improve the lifetime of the battery.', 'Battery life time based on sensor data A system for controlling supply of a device. The device can be a power retention device that requires to be permanently powered. To this end, it can be alternatively powered by a power supply, in a first mode, or by a battery, in a second mode. At least one sensor of the system acquires data related to the battery, such as environmental data, the voltage of the battery or the discharge current of the battery. Based on the data and at least one characteristic curve of the battery, a battery monitoring module is configured to switch between the first and second modes to improve the lifetime of the battery.', 'Battery life time based on sensor data A system for controlling supply of a device. The device can be a power retention device that requires to be permanently powered. To this end, it can be alternatively powered by a power supply, in a first mode, or by a battery, in a second mode. At least one sensor of the system acquires data related to the battery, such as environmental data, the voltage of the battery or the discharge current of the battery. Based on the data and at least one characteristic curve of the battery, a battery monitoring module is configured to switch between the first and second modes to improve the lifetime of the battery.']"
31,15,31_logic_clock_component_block,"['logic', 'clock', 'component', 'block', 'backup', 'management', 'power', 'primary', 'cutoff', 'source']","['REAL-TIME CLOCK INTEGRATED CIRCUIT COMPRISING POWER MANAGEMENT FUNCTIONS A real time clock and power management integrated circuit consists of a) an RTC block comprising an internal clock generator for generating a system clock signal that controls a device and b) a power management block. The power management block comprises primary and backup power source connections, a Feed Power Downconverter Component, a backup power source charger power booster/regulator component to increase or regulate voltage from the primary power source to a predetermined charger input voltage, a charge control logic component, a backup power source cut-off logic component, and a mode control logic component to enable operation of the charge control logic component and the battery cut-off logic component under predetermined conditions.', 'REAL-TIME CLOCK INTEGRATED CIRCUIT COMPRISING POWER MANAGEMENT FUNCTIONS A real time clock and power management integrated circuit consists of a) an RTC block comprising an internal clock generator for generating a system clock signal that controls a device and b) a power management block. The power management block comprises primary and backup power source connections, a Feed Power Downconverter Component, a backup power source charger power booster/regulator component to increase or regulate voltage from the primary power source to a predetermined charger input voltage, a charge control logic component, a backup power source cut-off logic component, and a mode control logic component to enable operation of the charge control logic component and the battery cut-off logic component under predetermined conditions.', 'Real-time clock integrated circuit comprising power management functions A real time clock and power management integrated circuit consists of a) an RTC block comprising an internal clock generator for generating a system clock signal that controls a device and b) a power management block. The power management block comprises primary and backup power source connections, a Feed Power Downconverter Component, a backup power source charger power booster/regulator component to increase or regulate voltage from the primary power source to a predetermined charger input voltage, a charge control logic component, a backup power source cut-off logic component, and a mode control logic component to enable operation of the charge control logic component and the battery cut-off logic component under predetermined conditions.']"
32,14,32_drive_our_urd_high,"['drive', 'our', 'urd', 'high', 'unlimited', 'capabilities', 'miles', 'newly', 'range', 'modules']","['Dual drive electric vehicle with unlimited range drive capabilities Our system describes Unlimited Range Drive (URD) capabilities of an electrical automotive vehicle using machine learning technique, assisted by newly designed intelligent battery modules (IBM-R, IBM-D/R) and newly invented high voltage continuous variable power plant (CVPP), our intelligent battery and power plant modules work in harmony and continuously provide feedback to each other, causing a high voltage battery to recharge while other high voltage battery is in use to drive a vehicle, this charging/recharging process and dynamically switching high voltage battery in use is continued until physical life of batteries is exhausted which may be 10 to 15 years, dynamic coordination of the modules with dynamic switching of battery in use archives Unlimited Range Drive (URD) capabilities which may exceed more than 1 million miles drive on a single high voltage battery charge, our URD system provides clean environment and cost effective more than 1 million miles drive solution.', 'Dual drive electric vehicle with unlimited range drive capabilities Our system describes Unlimited Range Drive (URD) capabilities of an electrical automotive vehicle using machine learning technique, assisted by newly designed intelligent battery modules (IBM-R, IBM-D/R) and newly invented high voltage continuous variable power plant (CVPP), our intelligent battery and power plant modules work in harmony and continuously provide feedback to each other, causing a high voltage battery to recharge while other high voltage battery is in use to drive a vehicle, this charging/recharging process and dynamically switching high voltage battery in use is continued until physical life of batteries is exhausted which may be 10 to 15 years, dynamic coordination of the modules with dynamic switching of battery in use archives Unlimited Range Drive (URD) capabilities which may exceed more than 1 million miles drive on a single high voltage battery charge, our URD system provides clean environment and cost effective more than 1 million miles drive solution.', 'Dual drive electric vehicle with unlimited range drive capabilities Our system describes Unlimited Range Drive (URD) capabilities of an electrical automotive vehicle using machine learning technique, assisted by newly designed intelligent battery modules (IBM-R, IBM-D/R) and newly invented high voltage continuous variable power plant (CVPP), our intelligent battery and power plant modules work in harmony and continuously provide feedback to each other, causing a high voltage battery to recharge while other high voltage battery is in use to drive a vehicle, this charging/recharging process and dynamically switching high voltage battery in use is continued until physical life of batteries is exhausted which may be 10 to 15 years, dynamic coordination of the modules with dynamic switching of battery in use archives Unlimited Range Drive (URD) capabilities which may exceed more than 1 million miles drive on a single high voltage battery charge, our URD system provides clean environment and cost effective more than 1 million miles drive solution.']"
33,14,33_microbattery_array_cell_thin,"['microbattery', 'array', 'cell', 'thin', 'predetermined', 'film', 'has', 'percentage', 'voltage', 'overall']","['MULTI-CELL THIN FILM MICROBATTERY ARRAY A rechargeable thin film microbattery cell array of at least four thin film microbattery cells is electrically connected together. The microbattery cells of the array are electrically connected in parallel to provide power as a single battery power source. The array further comprises testing logic to determine if a microbattery cell has a microbattery cell voltage that is more than a predetermined percentage different from the voltage of the overall microbattery cell array or has an absolute voltage below a predetermined cutoff threshold, and logic to disconnect any microbattery cell from the microbattery cell array if the microbattery cell has a microbattery cell voltage that is more than a predetermined percentage different from the voltage of the overall microbattery cell array or has an absolute voltage below a predetermined cutoff threshold. Embodiments also comprise a Switch Capacitor DC-DC downconverter component that reduces the voltage potential to operate some or all functionalities located on the integrated circuit.', 'MULTI-CELL THIN FILM MICROBATTERY ARRAY A rechargeable thin film microbattery cell array of at least four thin film microbattery cells is electrically connected together. The microbattery cells of the array are electrically connected in parallel to provide power as a single battery power source. The array further comprises testing logic to determine if a microbattery cell has a microbattery cell voltage that is more than a predetermined percentage different from the voltage of the overall microbattery cell array or has an absolute voltage below a predetermined cutoff threshold, and logic to disconnect any microbattery cell from the microbattery cell array if the microbattery cell has a microbattery cell voltage that is more than a predetermined percentage different from the voltage of the overall microbattery cell array or has an absolute voltage below a predetermined cutoff threshold. Embodiments also comprise a Switch Capacitor DC-DC downconverter component that reduces the voltage potential to operate some or all functionalities located on the integrated circuit.', 'MULTI-CELL THIN FILM MICROBATTERY ARRAY A rechargeable thin film microbattery cell array of at least four thin film microbattery cells is electrically connected together. The microbattery cells of the array are electrically connected in parallel to provide power as a single battery power source. The array further comprises testing logic to determine if a microbattery cell has a microbattery cell voltage that is more than a predetermined percentage different from the voltage of the overall microbattery cell array or has an absolute voltage below a predetermined cutoff threshold, and logic to disconnect any microbattery cell from the microbattery cell array if the microbattery cell has a microbattery cell voltage that is more than a predetermined percentage different from the voltage of the overall microbattery cell array or has an absolute voltage below a predetermined cutoff threshold. Embodiments also comprise a Switch Capacitor DC-DC downconverter component that reduces the voltage potential to operate some or all functionalities located on the integrated circuit.']"
34,14,34_link_dc_highvoltage_capacitor,"['link', 'dc', 'highvoltage', 'capacitor', 'electric', 'adaptive', 'precharge', 'switch', 'subunits', 'sum']","['ADAPTIVE PRE-CHARGE CONTROL FOR ELECTRIC VEHICLE DC LINK CAPACITOR An adaptive pre-charge control circuit includes include a high-voltage switch and a control circuit. The high-voltage switch controls the flow of current between an electric battery and a DC link capacitor, the electric battery to supply power to an electric vehicle. The DC link capacitor is made up of a sum of individual input capacitors of multiple subunits within an electric vehicle. The control circuit sends a PWM signal to the high-voltage switch based on a difference between an electric battery voltage and a DC link capacitor voltage.', 'ADAPTIVE PRE-CHARGE CONTROL FOR ELECTRIC VEHICLE DC LINK CAPACITOR An adaptive pre-charge control circuit includes include a high-voltage switch and a control circuit. The high-voltage switch controls the flow of current between an electric battery and a DC link capacitor, the electric battery to supply power to an electric vehicle. The DC link capacitor is made up of a sum of individual input capacitors of multiple subunits within an electric vehicle. The control circuit sends a PWM signal to the high-voltage switch based on a difference between an electric battery voltage and a DC link capacitor voltage.', 'ADAPTIVE PRE-CHARGE CONTROL FOR ELECTRIC VEHICLE DC LINK CAPACITOR An adaptive pre-charge control circuit includes include a high-voltage switch and a control circuit. The high-voltage switch controls the flow of current between an electric battery and a DC link capacitor, the electric battery to supply power to an electric vehicle. The DC link capacitor is made up of a sum of individual input capacitors of multiple subunits within an electric vehicle. The control circuit sends a PWM signal to the high-voltage switch based on a difference between an electric battery voltage and a DC link capacitor voltage.']"
35,13,35_major_information_period_plate,"['major', 'information', 'period', 'plate', 'first', 'second', 'surface', 'elastomer', 'charge', 'remaining']","['Information handling system having a pressure plate for a solid state battery An information handling system includes a solid state battery having a first major surface and a second major surface opposite the first major surface; a first pressure plate; a first elastomer layer between the first pressure plate and the first major surface of the solid state battery; a second pressure plate; and a second elastomer layer between the second pressure plate and the second major surface of the solid state battery, the first and second pressure plates configured to provide a compressive force to the solid state battery.', 'Information handling system having a pressure plate for a solid state battery An information handling system includes a solid state battery having a first major surface and a second major surface opposite the first major surface; a first pressure plate; a first elastomer layer between the first pressure plate and the first major surface of the solid state battery; a second pressure plate; and a second elastomer layer between the second pressure plate and the second major surface of the solid state battery, the first and second pressure plates configured to provide a compressive force to the solid state battery.', 'Information handling system having a pressure plate for a solid state battery An information handling system includes a solid state battery having a first major surface and a second major surface opposite the first major surface; a first pressure plate; a first elastomer layer between the first pressure plate and the first major surface of the solid state battery; a second pressure plate; and a second elastomer layer between the second pressure plate and the second major surface of the solid state battery, the first and second pressure plates configured to provide a compressive force to the solid state battery.']"
36,13,36_hybrid_es1_circuit_energy,"['hybrid', 'es1', 'circuit', 'energy', 'supply', 'es2', 'esd', 'esds', 'accumulator', 'first']","['Hybrid power supply circuit and use of a hybrid power supply circuit Hybrid power supply circuit (HEVS), comprising  - a first energy storage (ES1) and  - a second energy storage (ES2), where  - the first (ES1) and the second (ES2) energy storage are combined in one module and electrically connected,  - the first energy storage device (ES1) is a solid-state battery and  - The first energy storage (ES1) and the second energy storage (ES2) are formed from SMD-capable individual components that are soldered directly to each other.', 'Hybrid power supply circuit and use of a hybrid power supply circuit Hybrid power supply circuit (HEVS), comprising  - a first energy storage (ES1) and  - a second energy storage (ES2), where  - the first (ES1) and the second (ES2) energy storage are combined in one module and electrically connected,  - the first energy storage device (ES1) is a solid-state battery and  - The first energy storage (ES1) and the second energy storage (ES2) are formed from SMD-capable individual components that are soldered directly to each other.', 'Hybrid power supply circuit and use of a hybrid power supply circuit Hybrid power supply circuit (HEVS), comprising  - a first energy storage (ES1) and  - a second energy storage (ES2), where  - the first (ES1) and the second (ES2) energy storage are combined in one module and electrically connected,  - the first energy storage device (ES1) is a solid-state battery and  - The first energy storage (ES1) and the second energy storage (ES2) are formed from SMD-capable individual components that are soldered directly to each other.']"
