Topic,Count,Name,Representation,Representative_Docs
25,20,25_lgpsbased_050_15405_degrees,"['lgpsbased', '050', '15405', 'degrees', 'lgps', '08v21', '0z16', '9y16', 'positions', '2910050']","['LGPS-BASED SOLID ELECTROLYTE AND PRODUCTION METHOD The present invention is able to provide an LGPS-based solid electrolyte characterized by: satisfying a composition of LiuSnvP2SyXz (6&amp;lt;u&amp;lt;14, 0.8&amp;lt;v&amp;lt;2.1, 9&amp;lt;y&amp;lt;16, 0&amp;lt;z&amp;lt;1.6; X represents Cl, Br, or I); and having, in X-ray diffraction (CuKa: X.=l .5405 A), peaks at least at positions of 20=19.8OO&amp;#x00b1;O.5O&amp;#x00b0;, 20.10&amp;#x00b0;&amp;#x00b1;0.50&amp;#x00b0;, 26.60&amp;#x00b0;&amp;#x00b1;0.50&amp;#x00b0;, and 29.10&amp;#x00b0;&amp;#x00b1;0.50&amp;#x00b0;.', 'LGPS-BASED SOLID ELECTROLYTE AND PRODUCTION METHOD The present invention is able to provide an LGPS-based solid electrolyte characterized by: satisfying a composition of LiuSnvP2SyXz (6=u=14, 0.8=v=2.1, 9=y=16, 0<z=1.6; X represents Cl, Br, or I); and having, in X-ray diffraction (CuKa: ?=1.5405Å), peaks at least at positions of 2?=19.80°±0.50°, 20.10°±0.50°, 26.60°±0.50°, and 29.10°±0.50°.', 'LGPS-BASED SOLID ELECTROLYTE AND PRODUCTION METHOD The present invention is able to provide an LGPS-based solid electrolyte characterized by: satisfying a composition of LiuSnvP2SyXz (6=u=14, 0.8=v=2.1, 9=y=16, 0<z=1.6; X represents Cl, Br, or I); and having, in X-ray diffraction (CuKa: ?=1.5405Å), peaks at least at positions of 2?=19.80°±0.50°, 20.10°±0.50°, 26.60°±0.50°, and 29.10°±0.50°.']"
26,20,26_mol_content_00_between,"['mol', 'content', '00', 'between', 'zr', '400', 'primary', 'co', 'wherein', 'ni']","['LITHIUM NICKEL-BASED COMPOSITE OXIDE AS A POSITIVE ELECTRODE ACTIVE MATERIAL FOR RECHARGEABLE LITHIUM-ION BATTERIES Positive electrode active material for solid-state batteries, comprising Li, M′, and oxygen, wherein M′ comprises:   Ni in a content x between 50.0 mol % and 85.0 mol %, Co in a content y between 0.0 mol % and 40.0 mol %, Mn in a content z between 0.0 mol % and 40.0 mol %, dopants in a content a between 0.0 mol % and 2.0 mol %, Zr in a content b between 0.1 mol % and 5.0 mol %, wherein x+y+z+a+b is 100.0 mol %,   wherein  Zr A=b(x+y+z+b), wherein the positive electrode active material has a Zr content Zr B is expressed as molar fraction compared to the sum of molar fractions of Co, Mn, Ni, and Zr all as measured by XPS analysis,   wherein Zr B/ZrA>50.0,   the positive electrode active material comprising secondary particles having a plurality of primary particles    said primary particles having an average diameter between 170 nm and 340 nm.', ""LITHIUM NICKEL-BASED COMPOSITE OXIDE AS A POSITIVE ELECTRODE ACTIVE MATERIAL FOR RECHARGEABLE LITHIUM-ION BATTERIES Positive electrode active material for solid-state batteries, comprising Li, M', and oxygen, wherein M' comprises: - Ni in a content x between 50.0 mol% and 85.0 mol%,- Co in a content y between 0.0 mol% and 40.0 mol%, - Mn in a content z between 0.0 mol% and 40.0 mol%,- dopants in a content a between 0.0 mol% and 2.0 mol%, - Zr in a content b between 0.1 mol% and 5.0 mol%,- wherein x+y+z+a+b is 100.0 mol%, wherein formula (I), wherein the positive electrode active material has a Zr content Zr B is expressed as molar fraction compared to the sum of molar fractions of Co, Mn, Ni, and Zr all as measured by XPS analysis,wherein ZrB/ZrA >50.0, the positive electrode active material comprising secondary particles having a plurality of primary particles said primary particles having an average diameter between 170 nm and 340 nm."", ""LITHIUM NICKEL-BASED COMPOSITE OXIDE AS A POSITIVE ELECTRODE ACTIVE MATERIAL FOR RECHARGEABLE LITHIUM-ION BATTERIES Positive electrode active material for solid-state batteries, comprising Li, M', and oxygen, wherein M' comprises: - Ni in a content x between 50.0 mol% and 85.0 mol%,- Co in a content y between 0.0 mol% and 40.0 mol%, - Mn in a content z between 0.0 mol% and 40.0 mol%,- dopants in a content a between 0.0 mol% and 2.0 mol%, - Zr in a content b between 0.1 mol% and 5.0 mol%,- wherein x+y+z+a+b is 100.0 mol%, wherein formula (I), wherein the positive electrode active material has a Zr content Zr B is expressed as molar fraction compared to the sum of molar fractions of Co, Mn, Ni, and Zr all as measured by XPS analysis,wherein ZrB/ZrA >50.0, the positive electrode active material comprising secondary particles having a plurality of primary particles said primary particles having an average diameter between 170 nm and 340 nm.""]"
27,20,27_glass_conductive_ceramic_lithium,"['glass', 'conductive', 'ceramic', 'lithium', 'ion', 'preferably', 'scm', 'compact', 'parts', 'sulfide']","['A lithium ion conductive ceramic sintered compact and a lithium cell PROBLEM TO BE SOLVED: To provide a lithium ion conductive ceramic sintered compact having high ion conductivity, and to provide a whole solid type lithium battery of high capacity and high output provided with the lithium ion conductive ceramic sintered compact.  SOLUTION: Provided is a lithium ion conductive ceramic sintered compact comprising: the first crystal phase with an Li-containing garnet type or garnet type similar crystal structure; and the second crystal phase containing Li, Mg, Zr and O. Preferably, the first crystal phase includes Li, La, Zr and Mg, and more preferably, includes at least one kind of element selected from Ca, Sr and Ba. Also provided is a whole solid type lithium battery 10 provided with the lithium ion conductive ceramic sintered compact as a solid electrolyte layer 11 or a protective layer.  SELECTED DRAWING: Figure 1', 'Method for manufacturing lithium ion conductive sulfide glass and glass ceramic, and all solid-state battery using the glass ceramic The present invention is to provide a method for manufacturing lithium ion conductive sulfide glass. In the manufacture of lithium ion conductive sulfide glass, the starting material contains lithium sulfide and, consisting of phosphorus pentasulfide, monomer phosphorus and monomer sulfur Select one or more of the obtained raw materials, and add 6.5 parts by mass or more of lithium sulfate and/or 2.2 parts by mass or more of lithium thiosulfate to 100 parts by mass of lithium sulfide of (I) glass modifier to the raw material, The raw material is mechanically milled, or by adding (II) glass modifier to the lithium sulfide 100 parts by mass of 0.9 parts by mass or more of lithium hydroxide, the raw material is mechanically milled to be manufactured in Lithium ion conductive sulfide glass with high electrical conductivity at room temperature. In addition, when the lithium ion conductive sulfide glass is fired above the glass transition temperature, it is possible to produce a lithium ion conductive sulfide glass ceramic that has high electrical conductivity at room temperature.', 'Method for manufacturing lithium ion conductive sulfide glass and glass ceramic, and all solid-state battery using the glass ceramic The present invention is to provide a method for manufacturing lithium ion conductive sulfide glass. In the manufacture of lithium ion conductive sulfide glass, the starting material contains lithium sulfide and, consisting of phosphorus pentasulfide, monomer phosphorus and monomer sulfur Select one or more of the obtained raw materials, and add (I) glass modifier to 100 parts by mass of lithium sulfide to be 6.5 parts by mass or more of lithium sulfate and/or 2.2 parts by mass or more of lithium thiosulfate. The raw material is mechanically milled, or by adding (II) glass modifier to the lithium sulfide 100 parts by mass of 0.9 parts by mass or more of lithium hydroxide, the raw material is mechanically milled to be manufactured in Lithium ion conductive sulfide glass with high electrical conductivity at room temperature. In addition, when the lithium ion conductive sulfide glass is fired above the glass transition temperature, it is possible to produce a lithium ion conductive sulfide glass ceramic with high electrical conductivity at room temperature.']"
28,19,28_wall_end_inner_surface,"['wall', 'end', 'inner', 'surface', '12', 'body', 'active', 'rotary', 'composite', 'curved']","['Apparatus for the production of active compound composite powder and process for the production of active material composite powder  An apparatus for producing an active material composite powder by coating the surfaces of active material particles or composite particles obtained by coating the surfaces of the active material particles with an oxide-based solid electrolyte with a sulfide-based solid electrolyte comprises: a storage body having a cylindrical inner wall surface (12) A rotary body (13) disposed in an inner space surrounded by the inner wall surface (12) of the storage body having a rotary shaft (14) which is aligned with an inner-axis center axis (X) and which has a plurality of blades (15) has a tapered portion such that a thickness of said sheet (15) gradually increases to a sheet end side. (DE). WIPO Home services World Intellectual Property Organization And the end portion (19) of each blade (15) has a curved end surface (21) on a back side in the rotating / moving direction of the rotary body (13), the curved end surface (21) of the inner wall surface (12) And is generally parallel to the inner wall surface (12) of the storage body.', 'Apparatus for the production of active compound composite powder and process for the production of active material composite powder  An apparatus for producing an active material composite powder by coating the surfaces of active material particles or composite particles obtained by coating the surfaces of the active material particles with an oxide-based solid electrolyte with a sulfide-based solid electrolyte comprises: a storage body having a cylindrical inner wall surface (12) A rotary body (13) disposed in an inner space surrounded by the inner wall surface (12) of the storage body having a rotary shaft (14) which is aligned with an inner-axis center axis (X) and which has a plurality of blades (15) has a tapered portion such that a thickness of said sheet (15) gradually increases to a sheet end side. (DE). WIPO Home services World Intellectual Property Organization And the end portion (19) of each blade (15) has a curved end surface (21) on a back side in the rotating / moving direction of the rotary body (13), the curved end surface (21) of the inner wall surface (12) And is generally parallel to the inner wall surface (12) of the storage body.', 'Apparatus for the production of active compound composite powder and process for the production of active material composite powder  An apparatus for producing an active material composite powder by coating the surfaces of active material particles or composite particles obtained by coating the surfaces of the active material particles with an oxide-based solid electrolyte with a sulfide-based solid electrolyte comprises: a storage body having a cylindrical inner wall surface (12) A rotary body (13) disposed in an inner space surrounded by the inner wall surface (12) of the storage body having a rotary shaft (14) which is aligned with an inner-axis center axis (X) and which has a plurality of blades (15) has a tapered portion such that a thickness of said sheet (15) gradually increases to a sheet end side. (DE). WIPO Home services World Intellectual Property Organization And the end portion (19) of each blade (15) has a curved end surface (21) on a back side in the rotating / moving direction of the rotary body (13), the curved end surface (21) of the inner wall surface (12) And is generally parallel to the inner wall surface (12) of the storage body.']"
29,19,29_phosphate_target_tube_sputtering,"['phosphate', 'target', 'tube', 'sputtering', 'preparation', 'highconductivity', 'lithium', 'supporting', 'degassing', 'isostatic']","['Lithium phosphate tube target and integrated preparation method thereof The invention relates to a lithium phosphate tube target and an integrally formed preparation method thereof, belonging to the technical field of all-solid-state lithium battery, solving the problem of low utilization rate of plane Li3PO4 target in the existing technology. The preparation method comprises the following steps: filling the lithium phosphate powder into the sleeve, filling while vibrating and compacting in the charging process; sealing, welding and degassing the packing sleeve after charging, wherein the degassing temperature is 500-700 degrees centigrade; performing hot isostatic pressing treatment after sealing and removing the gas port; after hot isostatic pressing, removing partial structure of the sleeve to obtain lithium phosphate tube target. the lithium phosphate tube target comprises a supporting inner tube and an outer tube; the supporting inner tube is made of pure titanium or stainless steel; The outer tube is lithium phosphate. The lithium phosphate tube target prepared by the preparation method of the invention has high purity, high density, fine crystal grain, uniform component and no visible segregation;', 'Lithium phosphate tube target and integrated preparation method thereof The invention relates to a lithium phosphate tube target and an integrally formed preparation method thereof, belonging to the technical field of all-solid-state lithium battery, solving the problem of low utilization rate of plane Li3PO4 target in the existing technology. The preparation method comprises the following steps: filling the lithium phosphate powder into the sleeve, filling while vibrating and compacting in the charging process; sealing, welding and degassing the packing sleeve after charging, wherein the degassing temperature is 500-700 degrees centigrade; performing hot isostatic pressing treatment after sealing and removing the gas port; after hot isostatic pressing, removing partial structure of the sleeve to obtain lithium phosphate tube target. the lithium phosphate tube target comprises a supporting inner tube and an outer tube; the supporting inner tube is made of pure titanium or stainless steel; The outer tube is lithium phosphate. The lithium phosphate tube target prepared by the preparation method of the invention has high purity, high density, fine crystal grain, uniform component and no visible segregation;', 'Lithium phosphate tube target and integrated preparation method thereof The invention relates to a lithium phosphate tube target and an integrally formed preparation method thereof, belonging to the technical field of all-solid-state lithium battery, solving the problem of low utilization rate of plane Li3PO4 target in the existing technology. The preparation method comprises the following steps: filling the lithium phosphate powder into the sleeve, filling while vibrating and compacting in the charging process; sealing, welding and degassing the packing sleeve after charging, wherein the degassing temperature is 500-700 degrees centigrade; performing hot isostatic pressing treatment after sealing and removing the gas port; after hot isostatic pressing, removing partial structure of the sleeve to obtain lithium phosphate tube target. the lithium phosphate tube target comprises a supporting inner tube and an outer tube; the supporting inner tube is made of pure titanium or stainless steel; The outer tube is lithium phosphate. The lithium phosphate tube target prepared by the preparation method of the invention has high purity, high density, fine crystal grain, uniform component and no visible segregation;']"
30,18,30_carbon_member_conductive_centimeters,"['carbon', 'member', 'conductive', 'centimeters', 'distance', 'hightemperature', 'systems', 'system', 'heated', '01']","['High-temperature sintering system and method A high-speed high-temperature sintering system and method are disclosed. The manufacturing method comprises the steps of placing a material at a distance of 0-1 centimeters from a first conductive carbon member and a distance of 0-1 centimeters from a second conductive carbon member; heating the material to a temperature of 500° C. to 3000° C. (inclusive) by using the heated first conductive carbon member and the heated second conductive carbon member by heating the material for 1 second to 1 hour to prepare a sintered material includes steps. Other variations of the high speed high temperature sintering system and method are also disclosed. The disclosed systems and methods can rapidly fabricate unique structures that are not feasible with conventional sintering processes.', 'High-temperature sintering system and method A high-speed high-temperature sintering system and method are disclosed. The manufacturing method comprises the steps of placing a material at a distance of 0-1 centimeters from a first conductive carbon member and a distance of 0-1 centimeters from a second conductive carbon member; heating the material to a temperature of 500° C. to 3000° C. (inclusive) by using the heated first conductive carbon member and the heated second conductive carbon member by heating the material for 1 second to 1 hour to prepare a sintered material includes steps. Other variations of the high speed high temperature sintering system and method are also disclosed. The disclosed systems and methods can rapidly fabricate unique structures that are not feasible with conventional sintering processes.', 'High-temperature sintering system and method A high-speed high-temperature sintering system and method are disclosed. The manufacturing method comprises the steps of placing a material at a distance of 0-1 centimeters from a first conductive carbon member and a distance of 0-1 centimeters from a second conductive carbon member; heating the material to a temperature of 500° C. to 3000° C. (inclusive) by using the heated first conductive carbon member and the heated second conductive carbon member by heating the material for 1 second to 1 hour to prepare a sintered material includes steps. Other variations of the high speed high temperature sintering system and method are also disclosed. The disclosed systems and methods can rapidly fabricate unique structures that are not feasible with conventional sintering processes.']"
31,18,31_temperature_then_introducing_period,"['temperature', 'then', 'introducing', 'period', 'high', 'ammonia', 'proportion', 'time', 'firstly', 'the']","['High specific capacity high nickel positive electrode material special for solid state battery and preparation method thereof The invention claims a preparation method of high specific capacity high nickel positive electrode material special for solid state battery, the method mainly comprises the following steps: the NixCoyMn1-x-y (OH) 2 precursor and metal oxide; lithium source in a certain proportion; putting the mixed material in the oxygen furnace for heat treatment, processing for a period of time at low temperature, then raising the temperature to high temperature, firstly introducing oxygen, then processing ammonia for a period of time, then the material after heat treatment with high temperature of pure water, mixing and stirring for a period of time, draining the water; and putting into the oven to dry. at last, mixing the dried material with another oxide according to a certain proportion, firstly introducing oxygen, then introducing ammonia to carry out secondary roasting and coating. The method can etch the small aperture on the surface of the material, reduce the alkaline impurity residue, improve the first discharge efficiency and cycle retention rate of the material, and it is more suitable for the actual working condition of the solid electrolyte.', 'High specific capacity high nickel positive electrode material special for solid state battery and preparation method thereof The invention claims a preparation method of high specific capacity high nickel positive electrode material special for solid state battery, the method mainly comprises the following steps: the NixCoyMn1-x-y (OH) 2 precursor and metal oxide; lithium source in a certain proportion; putting the mixed material in the oxygen furnace for heat treatment, processing for a period of time at low temperature, then raising the temperature to high temperature, firstly introducing oxygen, then processing ammonia for a period of time, then the material after heat treatment with high temperature of pure water, mixing and stirring for a period of time, draining the water; and putting into the oven to dry. at last, mixing the dried material with another oxide according to a certain proportion, firstly introducing oxygen, then introducing ammonia to carry out secondary roasting and coating. The method can etch the small aperture on the surface of the material, reduce the alkaline impurity residue, improve the first discharge efficiency and cycle retention rate of the material, and it is more suitable for the actual working condition of the solid electrolyte.', 'High specific capacity high nickel positive electrode material special for solid state battery and preparation method thereof The invention claims a preparation method of high specific capacity high nickel positive electrode material special for solid state battery, the method mainly comprises the following steps: the NixCoyMn1-x-y (OH) 2 precursor and metal oxide; lithium source in a certain proportion; putting the mixed material in the oxygen furnace for heat treatment, processing for a period of time at low temperature, then raising the temperature to high temperature, firstly introducing oxygen, then processing ammonia for a period of time, then the material after heat treatment with high temperature of pure water, mixing and stirring for a period of time, draining the water; and putting into the oven to dry. at last, mixing the dried material with another oxide according to a certain proportion, firstly introducing oxygen, then introducing ammonia to carry out secondary roasting and coating. The method can etch the small aperture on the surface of the material, reduce the alkaline impurity residue, improve the first discharge efficiency and cycle retention rate of the material, and it is more suitable for the actual working condition of the solid electrolyte.']"
32,18,32_cobalt_oxide_atomic_layered,"['cobalt', 'oxide', 'atomic', 'layered', 'nickelbased', 'composition', 'composite', 'cobaltbased', 'vehicle', 'particles']","['COMPOSITION, METHODS FOR ITS PRODUCTION, AND ITS USE Provided is a composition comprising: (a) a principal phase that is provided by a layered mixed metal oxide having a rocksalt structure belonging to the R-3m space group; the layered mixed metal oxide comprising the following component elements: 45 to 55 atomic % lithium; 20 to 55 atomic % of one or more transition metals selected from the group consisting of chromium, manganese, iron, nickel, cobalt, and combinations thereof; and 0 to 25 atomic % of one or more additional dopant elements selected from the group consisting of: magnesium, calcium, strontium, titanium, zirconium, vanadium, copper, ruthenium, zinc, molybdenum, boron, aluminium, gallium, tin, lead, bismuth, lanthanum, cerium, gadolinium and europium; wherein said atomic % is expressed as a % of total atoms of said layered oxide, excluding oxygen; (b) a minor phase that is provided by a metal oxide that does not have the crystal structure of the layered mixed metal oxide, the minor phase comprising one or more of the transition metals contained in the layered mixed metal oxide, the transition metals being selected from the group consisting of chromium, manganese, iron, nickel, and cobalt. Methods of making the composition and electrodes and cells, especially solid-state batteries, containing the composition are also provided. The rough morphology of the crystals confers advantages compared with smoother crystals of similar chemical composition, particularly in solid-state batteries.', 'A composition; a method of manufacturing the same, and its use Provided is a composition comprising: (a)a principal phase that is provided by a layered mixed metal oxide having a rocksalt structure belonging to the R-3m space group; the layered mixed metal oxide comprising the following component elements: 45 to 55 atomic % lithium; 20 to 55 atomic % of one or more transition metals selected from the group consisting of chromium, manganese, iron, nickel, cobalt, and combinations thereof; and 0 to 25 atomic % of one or more additional dopant elements selected from the group consisting of: magnesium, calcium, strontium, titanium, zirconium, vanadium, copper, ruthenium, zinc, molybdenum, boron, aluminium, gallium, tin, lead, bismuth, lanthanum, cerium, gadolinium and europium; wherein said atomic % is expressed as a % of total atoms of said layered oxide, excluding oxygen; (b)a minor phase that is provided by a metal oxide that does not have the crystal structure of the layered mixed metal oxide, the minor phase comprising one or more of the transition metals contained in the layered mixed metal oxide, the transition metals being selected from the group consisting of chromium, manganese, iron, nickel, and cobalt. Methods of making the composition and electrodes and cells, especially solid-state batteries, containing the composition are also provided. The rough morphology of the crystals confers advantages compared with smoother crystals of similar chemical composition, particularly in solid-state batteries.', 'Composition, methods for its production, and its use Provided is a composition comprising: (a)a principal phase that is provided by a layered mixed metal oxide having a rocksalt structure belonging to the R-3m space group; the layered mixed metal oxide comprising the following component elements: 45 to 55 atomic % lithium; 20 to 55 atomic % of one or more transition metals selected from the group consisting of chromium, manganese, iron, nickel, cobalt, and combinations thereof; and 0 to 25 atomic % of one or more additional dopant elements selected from the group consisting of: magnesium, calcium, strontium, titanium, zirconium, vanadium, copper, ruthenium, zinc, molybdenum, boron, aluminium, gallium, tin, lead, bismuth, lanthanum, cerium, gadolinium and europium; wherein said atomic % is expressed as a % of total atoms of said layered oxide, excluding oxygen; (b)a minor phase that is provided by a metal oxide that does not have the crystal structure of the layered mixed metal oxide, the minor phase comprising one or more of the transition metals contained in the layered mixed metal oxide, the transition metals being selected from the group consisting of chromium, manganese, iron, nickel, and cobalt. Methods of making the composition and electrodes and cells, especially solid-state batteries, containing the composition are also provided. The rough morphology of the crystals confers advantages compared with smoother crystals of similar chemical composition, particularly in solid-state batteries.']"
33,18,33_highly_aggregate_volume_dense,"['highly', 'aggregate', 'volume', 'dense', 'pores', 'brittle', 'particles', 'highdensity', 'ratio', 'support']","['HIGHLY DENSE BRITTLE-MATERIAL STRUCTURAL MEMBER HAVING IMPREGNATING PROPERTY Disclosed is a highly dense aggregate of brittle material particles having an interface at which the particles are bonded to each other and pores between the brittle material particles structuring the highly dense aggregate, where a porosity which is a volume ratio of the pores with respect to the whole of the highly dense aggregate is equal to or less than 20%, and a volume ratio of the pores communicating with an apparent outer surface of the highly dense aggregate with respect to a volume of all of the pores of the highly dense aggregate is equal to or higher than 65%.', 'HIGHLY DENSE BRITTLE-MATERIAL STRUCTURAL MEMBER HAVING IMPREGNATING PROPERTY Disclosed is a highly dense aggregate of brittle material particles having an interface at which the particles are bonded to each other and pores between the brittle material particles structuring the highly dense aggregate, where a porosity which is a volume ratio of the pores with respect to the whole of the highly dense aggregate is equal to or less than 20%, and a volume ratio of the pores communicating with an apparent outer surface of the highly dense aggregate with respect to a volume of all of the pores of the highly dense aggregate is equal to or higher than 65%.', 'HIGHLY DENSE BRITTLE-MATERIAL STRUCTURAL MEMBER HAVING IMPREGNATING PROPERTY Disclosed is a highly dense aggregate of brittle material particles having an interface at which the particles are bonded to each other and pores between the brittle material particles structuring the highly dense aggregate, where a porosity which is a volume ratio of the pores with respect to the whole of the highly dense aggregate is equal to or less than 20%, and a volume ratio of the pores communicating with an apparent outer surface of the highly dense aggregate with respect to a volume of all of the pores of the highly dense aggregate is equal to or higher than 65%.']"
34,17,34_ceramic_strip_slurry_environmentfriendly,"['ceramic', 'strip', 'slurry', 'environmentfriendly', 'casting', 'raw', 'ester', 'alcohol', 'slag', 'sample']","['Environment-friendly ceramic electrolyte casting slurry, raw ceramic strip material and preparation method thereof The invention claims an environment-friendly ceramic electrolyte casting slurry, raw ceramic strip material and preparation method thereof, wherein the raw ceramic strip material comprises ceramic electrolyte powder, additive, alcohol ester mixed solvent, bonding agent, plasticizer and dispersant. The advantages of the invention are: The casting slurry for preparing ceramic green belt uses alcohol ester mixed solvent, and the slurry has good rheological property. The ceramic electrolyte raw ceramic strip prepared by the method of the invention has flat surface and uniform thickness, which is suitable for surface printing and multi-layer laminating of subsequent solid-state battery, the laminated sample can be sintered and compact at 800-900 degrees centigrade, realizing the solid-state battery anode and cathode material, the electrolyte and the metal current collector are co-fired by multiple heterogeneous materials. at the same time, the sintered sample has high electrical conductivity and high mechanical strength, which meets the application requirement of ceramic electrolyte and multi-layer co-sintering. The preparation method of the invention has simple process flow, high controllability, good repeatability, green and environment-friendly, and is suitable for mass production.', 'Environment-friendly ceramic electrolyte casting slurry, raw ceramic strip material and preparation method thereof The invention claims an environment-friendly ceramic electrolyte casting slurry, raw ceramic strip material and preparation method thereof, wherein the raw ceramic strip material comprises ceramic electrolyte powder, additive, alcohol ester mixed solvent, bonding agent, plasticizer and dispersant. The advantages of the invention are: The casting slurry for preparing ceramic green belt uses alcohol ester mixed solvent, and the slurry has good rheological property. The ceramic electrolyte raw ceramic strip prepared by the method of the invention has flat surface and uniform thickness, which is suitable for surface printing and multi-layer laminating of subsequent solid-state battery, the laminated sample can be sintered and compact at 800-900 degrees centigrade, realizing the solid-state battery anode and cathode material, the electrolyte and the metal current collector are co-fired by multiple heterogeneous materials. at the same time, the sintered sample has high electrical conductivity and high mechanical strength, which meets the application requirement of ceramic electrolyte and multi-layer co-sintering. The preparation method of the invention has simple process flow, high controllability, good repeatability, green and environment-friendly, and is suitable for mass production.', 'Environment-friendly ceramic electrolyte casting slurry, raw ceramic strip material and preparation method thereof The invention claims an environment-friendly ceramic electrolyte casting slurry, raw ceramic strip material and preparation method thereof, wherein the raw ceramic strip material comprises ceramic electrolyte powder, additive, alcohol ester mixed solvent, bonding agent, plasticizer and dispersant. The advantages of the invention are: The casting slurry for preparing ceramic green belt uses alcohol ester mixed solvent, and the slurry has good rheological property. The ceramic electrolyte raw ceramic strip prepared by the method of the invention has flat surface and uniform thickness, which is suitable for surface printing and multi-layer laminating of subsequent solid-state battery, the laminated sample can be sintered and compact at 800-900 degrees centigrade, realizing the solid-state battery anode and cathode material, the electrolyte and the metal current collector are co-fired by multiple heterogeneous materials. at the same time, the sintered sample has high electrical conductivity and high mechanical strength, which meets the application requirement of ceramic electrolyte and multi-layer co-sintering. The preparation method of the invention has simple process flow, high controllability, good repeatability, green and environment-friendly, and is suitable for mass production.']"
35,17,35_combination_y3_or_two,"['combination', 'y3', 'or', 'two', 'is', 'one', 'oxidation', '02', 'number', 'sc3']","['LOW-COST MULTI-CATIONIC LI-GARNET AS A SOLID-STATE IONIC CONDUCTOR FOR LITHIUM BATTERIES A lithium garnet material has the formula Li 7-wLa3-x(Ax1Bx2Cx3)Zr2-y(Cy1Dy2Ey3)O12, where -0.2 ≤ w ≤ 0.2, A is one or a combination of Na+ and K+, B is one or a combination of two or more of Mg2+, Ca2+, Sr2+, and Ba2+, and C is one or a combination of two or more of Y3+, Sc3+, and Ce3+ on the La3+ site, and D is one or a combination of two or more of Si4+, Sn4+, Ti4+, and Ce4+ and E is one or a combination of two or more of Sb5+, Bi5+, Ta5+, and Nb5+ on the Zr4+ site, 0 < x < 2, 0 < y < 2, and x1 + x2 + x3 = x and y1 + y2 + y3 = y either satisfy a charge balance mechanism with their respective doping site or satisfy any combination that maintains the charge neutrality of the material.', 'Lithium garnet material and solid-state lithium battery including the same The invention claims a lithium garnet material and a solid-state lithium battery including the same. The lithium garnet material has the formula Li7-wLa3-x (Ax1Bx2C1x3) Zr2-y (C2y1Dy2Ey3) O12, wherein -0.2 is less than or equal to 0.2, A is one or combination of Na + and K +, B is Mg2 +, Ca2 +, Sr2 +, and one or a combination of two or more of Ba2 +, and C1 is one or a combination of two or more of Y3 +, Sc3 +, and Ce3 +, and C2 is one or a combination of two or more of Y3 +, Sc3 +, and Ce3 +, D is Si4 +, Sn4 +, Ti4 +, and Ce4 + or a combination of two or more, and E is Sb5 +, Bi5 +, Ta5 +, and one or a combination of two or more of Nb5 +, 1 < x < 3, 0 < y < 2, 0 < x1 < 3, 0 < x2 < 3, 0 < x3 < 3, 0 < y1 < 2, 0 < y2 < 2, and x1 + x2 + x3 = x and y1 + y2 + y3 = y either satisfies a charge balance mechanism for its corresponding doping site or satisfies any combination that maintains the charge neutrality of the material.', 'Lithium garnet material and solid-state lithium battery including the same The invention claims a lithium garnet material and a solid-state lithium battery including the same. The lithium garnet material has the formula Li7-wLa3-x (Ax1Bx2C1x3) Zr2-y (C2y1Dy2Ey3) O12, wherein -0.2 is less than or equal to 0.2, A is one or combination of Na + and K +, B is Mg2 +, Ca2 +, Sr2 +, and one or a combination of two or more of Ba2 +, and C1 is one or a combination of two or more of Y3 +, Sc3 +, and Ce3 +, and C2 is one or a combination of two or more of Y3 +, Sc3 +, and Ce3 +, D is Si4 +, Sn4 +, Ti4 +, and Ce4 + or a combination of two or more, and E is Sb5 +, Bi5 +, Ta5 +, and one or a combination of two or more of Nb5 +, 1 < x < 3, 0 < y < 2, 0 < x1 < 3, 0 < x2 < 3, 0 < x3 < 3, 0 < y1 < 2, 0 < y2 < 2, and x1 + x2 + x3 = x and y1 + y2 + y3 = y either satisfies a charge balance mechanism for its corresponding doping site or satisfies any combination that maintains the charge neutrality of the material.']"
36,16,36_nan___,"['nan', '', '', '', '', '', '', '', '', '']","['nan nan', 'nan nan', 'nan nan']"
